'조사번호'	'조사지역'	'주구분'	'조사일자'	'시간대'	'X좌표'	'Y좌표'	'행정구역명'	'날씨'	'남자10대'	'남자20대'	'남자30대'	'남자40대'	'남자50대'	'여자10대'	'여자20대'	'여자30대'	'여자40대'	'여자50대'
'3274'	'종합장식'	'주말'	'2010-06-13'	'12시~13시까지'	'324884'	'536722'	'경기도 성남시 하대원동'	'비'	'6'	'24'	'18'	'54'	'48'	'4'	'60'	'108'	'42'	'48'
'3274'	'종합장식'	'주말'	'2010-06-13'	'19시~20시까지'	'324884'	'536722'	'경기도 성남시 하대원동'	'비'	'60'	'42'	'18'	'68'	'64'	'60'	'24'	'116'	'24'	'66'
'3277'	'한림학원'	'주중'	'2010-06-10'	'12시~13시까지'	'324985'	'536753'	'경기도 성남시 하대원동'	'맑음'	'84'	'42'	'18'	'24'	'60'	'84'	'138'	'108'	'62'	'58'
'3277'	'한림학원'	'주중'	'2010-06-10'	'19시~20시까지'	'324985'	'536753'	'경기도 성남시 하대원동'	'맑음'	'42'	'20'	'10'	'10'	'26'	'36'	'56'	'44'	'28'	'30'
'3277'	'한림학원'	'주말'	'2010-06-13'	'12시~13시까지'	'324985'	'536753'	'경기도 성남시 하대원동'	'비'	'4'	'24'	'18'	'54'	'48'	'2'	'60'	'108'	'42'	'48'
'3277'	'한림학원'	'주말'	'2010-06-13'	'19시~20시까지'	'324985'	'536753'	'경기도 성남시 하대원동'	'비'	'60'	'42'	'18'	'68'	'64'	'60'	'24'	'116'	'24'	'66'
'3280'	'제일치과'	'주중'	'2010-06-16'	'12시~13시까지'	'325729'	'537505'	'경기도 성남시 상대원2동'	'비'	'18'	'36'	'24'	'12'	'72'	'4'	'24'	'78'	'120'	'198'
'3280'	'제일치과'	'주중'	'2010-06-16'	'19시~20시까지'	'325729'	'537505'	'경기도 성남시 상대원2동'	'비'	'66'	'84'	'42'	'12'	'108'	'102'	'72'	'90'	'168'	'246'
'3280'	'제일치과'	'주말'	'2010-06-19'	'12시~13시까지'	'325729'	'537505'	'경기도 성남시 상대원2동'	'비'	'86'	'36'	'38'	'24'	'88'	'24'	'42'	'40'	'50'	'188'
'3280'	'제일치과'	'주말'	'2010-06-19'	'19시~20시까지'	'325729'	'537505'	'경기도 성남시 상대원2동'	'비'	'140'	'54'	'48'	'46'	'108'	'96'	'72'	'48'	'130'	'116'
'3281'	'로마니나제과점'	'주중'	'2010-06-16'	'12시~13시까지'	'325682'	'537476'	'경기도 성남시 상대원2동'	'비'	'48'	'66'	'72'	'42'	'126'	'6'	'78'	'222'	'108'	'120'
'3281'	'로마니나제과점'	'주중'	'2010-06-16'	'19시~20시까지'	'325682'	'537476'	'경기도 성남시 상대원2동'	'비'	'60'	'102'	'24'	'26'	'54'	'30'	'108'	'116'	'120'	'138'
'3281'	'로마니나제과점'	'주말'	'2010-06-19'	'12시~13시까지'	'325682'	'537476'	'경기도 성남시 상대원2동'	'비'	'66'	'84'	'30'	'30'	'54'	'60'	'84'	'98'	'54'	'122'
'3281'	'로마니나제과점'	'주말'	'2010-06-19'	'19시~20시까지'	'325682'	'537476'	'경기도 성남시 상대원2동'	'비'	'78'	'60'	'30'	'42'	'68'	'54'	'104'	'120'	'36'	'108'
'3283'	'이성범베이커리'	'주중'	'2010-06-17'	'12시~13시까지'	'326232'	'538055'	'경기도 성남시 금광1동'	'흐림'	'42'	'18'	'12'	'24'	'66'	'18'	'30'	'48'	'52'	'86'
'3283'	'이성범베이커리'	'주중'	'2010-06-17'	'19시~20시까지'	'326232'	'538055'	'경기도 성남시 금광1동'	'흐림'	'30'	'12'	'36'	'90'	'90'	'24'	'90'	'62'	'72'	'78'
'3283'	'이성범베이커리'	'주말'	'2010-06-20'	'12시~13시까지'	'326232'	'538055'	'경기도 성남시 금광1동'	'비'	'48'	'66'	'24'	'22'	'36'	'36'	'46'	'62'	'40'	'30'
'3283'	'이성범베이커리'	'주말'	'2010-06-20'	'19시~20시까지'	'326232'	'538055'	'경기도 성남시 금광1동'	'비'	'96'	'86'	'48'	'54'	'122'	'38'	'60'	'60'	'74'	'78'
'3285'	'대명M클래스학원'	'주중'	'2010-06-17'	'12시~13시까지'	'326381'	'538138'	'경기도 성남시 금광1동'	'흐림'	'78'	'12'	'36'	'18'	'78'	'18'	'24'	'92'	'42'	'44'
'3285'	'대명M클래스학원'	'주중'	'2010-06-17'	'19시~20시까지'	'326381'	'538138'	'경기도 성남시 금광1동'	'흐림'	'104'	'30'	'24'	'56'	'60'	'120'	'30'	'36'	'42'	'90'
'3285'	'대명M클래스학원'	'주말'	'2010-06-20'	'12시~13시까지'	'326381'	'538138'	'경기도 성남시 금광1동'	'비'	'68'	'36'	'54'	'24'	'86'	'30'	'18'	'54'	'108'	'86'
'3285'	'대명M클래스학원'	'주말'	'2010-06-20'	'19시~20시까지'	'326381'	'538138'	'경기도 성남시 금광1동'	'비'	'48'	'102'	'108'	'72'	'42'	'48'	'42'	'54'	'24'	'24'
'3286'	'은혜부동산'	'주중'	'2010-06-23'	'12시~13시까지'	'326659'	'538098'	'경기도 성남시 금광1동'	'맑음'	'36'	'12'	'18'	'6'	'162'	'90'	'6'	'72'	'96'	'152'
'3286'	'은혜부동산'	'주중'	'2010-06-23'	'19시~20시까지'	'326659'	'538098'	'경기도 성남시 금광1동'	'맑음'	'122'	'54'	'36'	'62'	'168'	'102'	'24'	'98'	'114'	'198'
'3286'	'은혜부동산'	'주말'	'2010-06-26'	'12시~13시까지'	'326659'	'538098'	'경기도 성남시 금광1동'	'비'	'48'	'60'	'18'	'36'	'158'	'42'	'72'	'54'	'40'	'108'
'3286'	'은혜부동산'	'주말'	'2010-06-26'	'19시~20시까지'	'326659'	'538098'	'경기도 성남시 금광1동'	'비'	'48'	'60'	'30'	'12'	'98'	'24'	'60'	'78'	'60'	'150'
'3288'	'우리약국'	'주중'	'2010-06-23'	'12시~13시까지'	'326586'	'538138'	'경기도 성남시 금광1동'	'맑음'	'36'	'12'	'18'	'42'	'52'	'98'	'36'	'76'	'60'	'62'
'3288'	'우리약국'	'주중'	'2010-06-23'	'19시~20시까지'	'326586'	'538138'	'경기도 성남시 금광1동'	'맑음'	'120'	'48'	'30'	'36'	'108'	'92'	'60'	'112'	'124'	'100'
'3288'	'우리약국'	'주말'	'2010-06-26'	'12시~13시까지'	'326586'	'538138'	'경기도 성남시 금광1동'	'비'	'24'	'30'	'30'	'36'	'80'	'24'	'96'	'90'	'30'	'102'
'3288'	'우리약국'	'주말'	'2010-06-26'	'19시~20시까지'	'326586'	'538138'	'경기도 성남시 금광1동'	'비'	'30'	'30'	'24'	'36'	'108'	'36'	'54'	'66'	'84'	'122'
'3291'	'메디컬약국'	'주중'	'2010-07-21'	'12시~13시까지'	'326406'	'539070'	'경기도 성남시 은행1동'	'맑음'	'192'	'8'	'18'	'12'	'86'	'210'	'4'	'174'	'72'	'92'
'3291'	'메디컬약국'	'주중'	'2010-07-21'	'19시~20시까지'	'326406'	'539070'	'경기도 성남시 은행1동'	'맑음'	'78'	'72'	'36'	'12'	'102'	'114'	'36'	'120'	'98'	'42'
'3291'	'메디컬약국'	'주말'	'2010-07-24'	'12시~13시까지'	'326406'	'539070'	'경기도 성남시 은행1동'	'비'	'84'	'42'	'48'	'42'	'72'	'90'	'78'	'54'	'40'	'92'
'3291'	'메디컬약국'	'주말'	'2010-07-24'	'19시~20시까지'	'326406'	'539070'	'경기도 성남시 은행1동'	'비'	'170'	'80'	'102'	'86'	'60'	'128'	'140'	'104'	'80'	'58'
'3292'	'한국유통앞'	'주중'	'2010-07-21'	'12시~13시까지'	'326658'	'539156'	'경기도 성남시 은행1동'	'맑음'	'48'	'12'	'10'	'24'	'48'	'94'	'10'	'76'	'52'	'98'
'3292'	'한국유통앞'	'주중'	'2010-07-21'	'19시~20시까지'	'326658'	'539156'	'경기도 성남시 은행1동'	'맑음'	'46'	'84'	'26'	'28'	'48'	'124'	'18'	'128'	'10'	'46'
'3292'	'한국유통앞'	'주말'	'2010-07-24'	'12시~13시까지'	'326658'	'539156'	'경기도 성남시 은행1동'	'비'	'36'	'30'	'36'	'42'	'32'	'44'	'12'	'56'	'36'	'38'
'3292'	'한국유통앞'	'주말'	'2010-07-24'	'19시~20시까지'	'326658'	'539156'	'경기도 성남시 은행1동'	'비'	'60'	'48'	'70'	'80'	'30'	'86'	'52'	'106'	'80'	'64'
'3296'	'바이더웨이'	'주중'	'2010-07-15'	'12시~13시까지'	'326035'	'538476'	'경기도 성남시 금광1동'	'맑음'	'6'	'40'	'4'	'10'	'6'	'80'	'46'	'12'	'12'	'14'
'3296'	'바이더웨이'	'주중'	'2010-07-15'	'19시~20시까지'	'326035'	'538476'	'경기도 성남시 금광1동'	'맑음'	'36'	'20'	'8'	'12'	'8'	'50'	'30'	'8'	'2'	'22'
'3296'	'바이더웨이'	'주말'	'2010-07-18'	'12시~13시까지'	'326035'	'538476'	'경기도 성남시 금광1동'	'비'	'96'	'72'	'24'	'36'	'102'	'72'	'114'	'92'	'54'	'86'
'3296'	'바이더웨이'	'주말'	'2010-07-18'	'19시~20시까지'	'326035'	'538476'	'경기도 성남시 금광1동'	'비'	'74'	'122'	'98'	'108'	'66'	'64'	'164'	'60'	'42'	'100'
'3297'	'SHOW신구대리점'	'주중'	'2010-07-15'	'12시~13시까지'	'326501'	'538630'	'경기도 성남시 금광동'	'맑음'	'24'	'64'	'42'	'36'	'64'	'66'	'86'	'108'	'36'	'48'
'3297'	'SHOW신구대리점'	'주중'	'2010-07-15'	'19시~20시까지'	'326501'	'538630'	'경기도 성남시 금광동'	'맑음'	'68'	'126'	'78'	'48'	'46'	'36'	'164'	'146'	'28'	'62'
'3297'	'SHOW신구대리점'	'주말'	'2010-07-18'	'12시~13시까지'	'326501'	'538630'	'경기도 성남시 금광동'	'비'	'86'	'60'	'60'	'4'	'20'	'56'	'68'	'60'	'18'	'12'
'3297'	'SHOW신구대리점'	'주말'	'2010-07-18'	'19시~20시까지'	'326501'	'538630'	'경기도 성남시 금광동'	'비'	'42'	'146'	'36'	'12'	'30'	'12'	'128'	'42'	'30'	'108'
'3303'	'3번출구'	'주중'	'2010-06-30'	'12시~13시까지'	'325852'	'539197'	'경기도 성남시 단대동'	'비'	'0'	'6'	'12'	'6'	'16'	'0'	'10'	'20'	'14'	'26'
'3303'	'3번출구'	'주중'	'2010-06-30'	'19시~20시까지'	'325852'	'539197'	'경기도 성남시 단대동'	'비'	'68'	'60'	'30'	'48'	'92'	'16'	'104'	'78'	'48'	'46'
'3303'	'3번출구'	'주말'	'2010-07-03'	'12시~13시까지'	'325852'	'539197'	'경기도 성남시 단대동'	'비'	'42'	'40'	'12'	'6'	'30'	'26'	'68'	'4'	'28'	'30'
'3303'	'3번출구'	'주말'	'2010-07-03'	'19시~20시까지'	'325852'	'539197'	'경기도 성남시 단대동'	'비'	'38'	'74'	'12'	'38'	'42'	'60'	'104'	'50'	'20'	'50'
'3307'	'바이더웨이'	'주중'	'2010-06-30'	'12시~13시까지'	'325798'	'539077'	'경기도 성남시 단대동'	'비'	'0'	'24'	'36'	'68'	'86'	'0'	'38'	'36'	'62'	'54'
'3307'	'바이더웨이'	'주중'	'2010-06-30'	'19시~20시까지'	'325798'	'539077'	'경기도 성남시 단대동'	'비'	'26'	'86'	'116'	'104'	'134'	'8'	'248'	'116'	'74'	'84'
'3307'	'바이더웨이'	'주말'	'2010-07-03'	'12시~13시까지'	'325798'	'539077'	'경기도 성남시 단대동'	'비'	'6'	'36'	'30'	'48'	'66'	'12'	'48'	'36'	'30'	'72'
'3307'	'바이더웨이'	'주말'	'2010-07-03'	'19시~20시까지'	'325798'	'539077'	'경기도 성남시 단대동'	'비'	'24'	'18'	'54'	'42'	'48'	'12'	'12'	'12'	'54'	'68'
'3451'	'보노과자점'	'주중'	'2010-05-27'	'12시~13시까지'	'321858'	'526589'	'경기도 성남시 구미동'	'맑음'	'78'	'6'	'30'	'36'	'18'	'72'	'72'	'102'	'108'	'60'
'3451'	'보노과자점'	'주중'	'2010-05-27'	'19시~20시까지'	'321858'	'526589'	'경기도 성남시 구미동'	'맑음'	'80'	'20'	'60'	'64'	'8'	'76'	'90'	'84'	'80'	'40'
'3451'	'보노과자점'	'주말'	'2010-05-29'	'12시~13시까지'	'321858'	'526589'	'경기도 성남시 구미동'	'맑음'	'130'	'70'	'32'	'56'	'76'	'108'	'52'	'126'	'134'	'108'
'3451'	'보노과자점'	'주말'	'2010-05-29'	'19시~20시까지'	'321858'	'526589'	'경기도 성남시 구미동'	'맑음'	'84'	'24'	'54'	'72'	'48'	'36'	'24'	'18'	'84'	'46'
'3454'	'한국화훼농협'	'주중'	'2010-05-27'	'12시~13시까지'	'321899'	'526446'	'경기도 성남시 구미동'	'맑음'	'18'	'48'	'30'	'12'	'54'	'24'	'18'	'90'	'52'	'108'
'3454'	'한국화훼농협'	'주중'	'2010-05-27'	'19시~20시까지'	'321899'	'526446'	'경기도 성남시 구미동'	'맑음'	'30'	'60'	'68'	'56'	'38'	'46'	'50'	'122'	'60'	'84'
'3454'	'한국화훼농협'	'주말'	'2010-05-29'	'12시~13시까지'	'321899'	'526446'	'경기도 성남시 구미동'	'맑음'	'88'	'104'	'48'	'56'	'32'	'74'	'32'	'118'	'124'	'64'
'3454'	'한국화훼농협'	'주말'	'2010-05-29'	'19시~20시까지'	'321899'	'526446'	'경기도 성남시 구미동'	'맑음'	'26'	'120'	'48'	'52'	'134'	'36'	'98'	'60'	'74'	'24'
'3458'	'건영공인중개사'	'주중'	'2010-05-28'	'12시~13시까지'	'322427'	'534053'	'경기도 성남시 야탑3동'	'맑음'	'0'	'40'	'60'	'48'	'130'	'0'	'50'	'108'	'62'	'188'
'3458'	'건영공인중개사'	'주중'	'2010-05-28'	'19시~20시까지'	'322427'	'534053'	'경기도 성남시 야탑3동'	'맑음'	'168'	'48'	'68'	'30'	'84'	'226'	'76'	'122'	'56'	'124'
'3458'	'건영공인중개사'	'주말'	'2010-05-30'	'12시~13시까지'	'322427'	'534053'	'경기도 성남시 야탑3동'	'맑음'	'42'	'48'	'120'	'48'	'196'	'46'	'36'	'122'	'78'	'76'
'3458'	'건영공인중개사'	'주말'	'2010-05-30'	'19시~20시까지'	'322427'	'534053'	'경기도 성남시 야탑3동'	'맑음'	'164'	'18'	'66'	'24'	'114'	'36'	'78'	'92'	'122'	'84'
'3460'	'한국부동산'	'주중'	'2010-05-28'	'12시~13시까지'	'322430'	'534088'	'경기도 성남시 야탑3동'	'맑음'	'0'	'36'	'28'	'42'	'112'	'0'	'82'	'128'	'60'	'88'
'3460'	'한국부동산'	'주중'	'2010-05-28'	'19시~20시까지'	'322430'	'534088'	'경기도 성남시 야탑3동'	'맑음'	'186'	'74'	'68'	'38'	'68'	'248'	'106'	'92'	'52'	'72'
'3460'	'한국부동산'	'주말'	'2010-05-30'	'12시~13시까지'	'322430'	'534088'	'경기도 성남시 야탑3동'	'맑음'	'12'	'18'	'16'	'52'	'84'	'18'	'88'	'104'	'36'	'54'
'3460'	'한국부동산'	'주말'	'2010-05-30'	'19시~20시까지'	'322430'	'534088'	'경기도 성남시 야탑3동'	'맑음'	'96'	'30'	'36'	'54'	'66'	'48'	'52'	'54'	'24'	'68'
'3462'	'코코샌드위치전문점'	'주중'	'2010-06-10'	'12시~13시까지'	'322460'	'530200'	'경기도 성남시 수내동'	'맑음'	'0'	'30'	'10'	'6'	'32'	'0'	'18'	'42'	'28'	'38'
'3462'	'코코샌드위치전문점'	'주중'	'2010-06-10'	'19시~20시까지'	'322460'	'530200'	'경기도 성남시 수내동'	'맑음'	'184'	'52'	'34'	'30'	'64'	'126'	'60'	'50'	'60'	'52'
'3462'	'코코샌드위치전문점'	'주말'	'2010-06-13'	'12시~13시까지'	'322460'	'530200'	'경기도 성남시 수내동'	'비'	'174'	'24'	'6'	'4'	'26'	'116'	'18'	'48'	'34'	'14'
'3462'	'코코샌드위치전문점'	'주말'	'2010-06-13'	'19시~20시까지'	'322460'	'530200'	'경기도 성남시 수내동'	'비'	'180'	'48'	'30'	'24'	'68'	'48'	'46'	'52'	'86'	'36'
'3463'	'GS25'	'주중'	'2010-06-10'	'12시~13시까지'	'322558'	'530083'	'경기도 성남시 정자2동'	'맑음'	'0'	'26'	'14'	'16'	'42'	'0'	'20'	'56'	'38'	'52'
'3463'	'GS25'	'주중'	'2010-06-10'	'19시~20시까지'	'322558'	'530083'	'경기도 성남시 정자2동'	'맑음'	'104'	'58'	'62'	'52'	'48'	'124'	'60'	'84'	'114'	'64'
'3463'	'GS25'	'주말'	'2010-06-13'	'12시~13시까지'	'322558'	'530083'	'경기도 성남시 정자2동'	'비'	'48'	'18'	'30'	'66'	'42'	'54'	'24'	'122'	'48'	'50'
'3463'	'GS25'	'주말'	'2010-06-13'	'19시~20시까지'	'322558'	'530083'	'경기도 성남시 정자2동'	'비'	'84'	'30'	'24'	'68'	'54'	'58'	'90'	'84'	'60'	'24'
'3465'	'우리은행'	'주중'	'2010-05-27'	'12시~13시까지'	'322224'	'530587'	'경기도 성남시 수내동'	'맑음'	'0'	'60'	'64'	'60'	'104'	'0'	'62'	'92'	'78'	'128'
'3465'	'우리은행'	'주중'	'2010-05-27'	'19시~20시까지'	'322224'	'530587'	'경기도 성남시 수내동'	'맑음'	'204'	'64'	'80'	'68'	'90'	'242'	'84'	'124'	'86'	'104'
'3465'	'우리은행'	'주말'	'2010-05-29'	'12시~13시까지'	'322224'	'530587'	'경기도 성남시 수내동'	'맑음'	'198'	'54'	'28'	'24'	'120'	'262'	'102'	'168'	'90'	'192'
'3465'	'우리은행'	'주말'	'2010-05-29'	'19시~20시까지'	'322224'	'530587'	'경기도 성남시 수내동'	'맑음'	'66'	'80'	'62'	'38'	'26'	'88'	'46'	'92'	'38'	'48'
'3467'	'던킨도너츠'	'주중'	'2010-05-27'	'12시~13시까지'	'322244'	'530562'	'경기도 성남시 수내동'	'맑음'	'0'	'60'	'26'	'30'	'60'	'0'	'46'	'108'	'84'	'104'
'3467'	'던킨도너츠'	'주중'	'2010-05-27'	'19시~20시까지'	'322244'	'530562'	'경기도 성남시 수내동'	'맑음'	'220'	'116'	'80'	'68'	'40'	'268'	'84'	'100'	'64'	'72'
'3467'	'던킨도너츠'	'주말'	'2010-05-29'	'12시~13시까지'	'322244'	'530562'	'경기도 성남시 수내동'	'맑음'	'48'	'72'	'24'	'26'	'36'	'80'	'78'	'62'	'62'	'48'
'3467'	'던킨도너츠'	'주말'	'2010-05-29'	'19시~20시까지'	'322244'	'530562'	'경기도 성남시 수내동'	'맑음'	'98'	'122'	'66'	'36'	'18'	'6'	'62'	'64'	'24'	'36'
'3471'	'떡기볶기'	'주중'	'2010-06-03'	'12시~13시까지'	'321046'	'529659'	'경기도 성남시 정자1동'	'맑음'	'0'	'90'	'150'	'80'	'48'	'0'	'120'	'36'	'54'	'30'
'3471'	'떡기볶기'	'주중'	'2010-06-03'	'19시~20시까지'	'321046'	'529659'	'경기도 성남시 정자1동'	'맑음'	'0'	'154'	'256'	'136'	'82'	'0'	'204'	'62'	'92'	'52'
'3471'	'떡기볶기'	'주말'	'2010-06-06'	'12시~13시까지'	'321046'	'529659'	'경기도 성남시 정자1동'	'맑음'	'12'	'60'	'122'	'114'	'86'	'30'	'102'	'108'	'72'	'70'
'3471'	'떡기볶기'	'주말'	'2010-06-06'	'19시~20시까지'	'321046'	'529659'	'경기도 성남시 정자1동'	'맑음'	'54'	'144'	'286'	'60'	'12'	'26'	'240'	'102'	'24'	'22'
'3475'	'훼미리마트'	'주중'	'2010-06-03'	'12시~13시까지'	'321143'	'529648'	'경기도 성남시 정자1동'	'맑음'	'0'	'138'	'314'	'152'	'60'	'0'	'138'	'84'	'80'	'10'
'3475'	'훼미리마트'	'주중'	'2010-06-03'	'19시~20시까지'	'321143'	'529648'	'경기도 성남시 정자1동'	'맑음'	'12'	'236'	'368'	'258'	'102'	'18'	'240'	'142'	'136'	'18'
'3475'	'훼미리마트'	'주말'	'2010-06-06'	'12시~13시까지'	'321143'	'529648'	'경기도 성남시 정자1동'	'맑음'	'18'	'92'	'126'	'36'	'134'	'24'	'164'	'140'	'36'	'24'
'3475'	'훼미리마트'	'주말'	'2010-06-06'	'19시~20시까지'	'321143'	'529648'	'경기도 성남시 정자1동'	'맑음'	'6'	'102'	'144'	'108'	'12'	'12'	'210'	'96'	'42'	'24'
'5123'	'교촌치킨'	'주중'	'2010-07-07'	'19시~20시까지'	'324597'	'538822'	'경기도 성남시 신흥동'	'맑음'	'18'	'52'	'20'	'26'	'36'	'46'	'44'	'36'	'16'	'28'
'5112'	'STEP'	'주중'	'2010-06-02'	'12시~13시까지'	'321210'	'527963'	'경기도 성남시 구미1동'	'맑음'	'84'	'138'	'74'	'54'	'134'	'78'	'206'	'378'	'128'	'84'
'5112'	'STEP'	'주중'	'2010-06-02'	'19시~20시까지'	'321210'	'527963'	'경기도 성남시 구미1동'	'맑음'	'126'	'236'	'102'	'104'	'66'	'192'	'558'	'304'	'156'	'132'
'5112'	'STEP'	'주말'	'2010-06-05'	'12시~13시까지'	'321210'	'527963'	'경기도 성남시 구미1동'	'맑음'	'336'	'266'	'174'	'126'	'348'	'780'	'462'	'406'	'262'	'406'
'5112'	'STEP'	'주말'	'2010-06-05'	'19시~20시까지'	'321210'	'527963'	'경기도 성남시 구미1동'	'맑음'	'66'	'174'	'116'	'120'	'90'	'86'	'300'	'180'	'104'	'96'
'5113'	'바이더웨이'	'주중'	'2010-06-02'	'12시~13시까지'	'321282'	'527953'	'경기도 성남시 구미1동'	'맑음'	'102'	'138'	'96'	'42'	'78'	'36'	'234'	'306'	'124'	'134'
'5113'	'바이더웨이'	'주중'	'2010-06-02'	'19시~20시까지'	'321282'	'527953'	'경기도 성남시 구미1동'	'맑음'	'66'	'360'	'288'	'162'	'102'	'12'	'456'	'300'	'150'	'86'
'5113'	'바이더웨이'	'주말'	'2010-06-05'	'12시~13시까지'	'321282'	'527953'	'경기도 성남시 구미1동'	'맑음'	'312'	'246'	'294'	'228'	'174'	'874'	'546'	'504'	'258'	'186'
'5113'	'바이더웨이'	'주말'	'2010-06-05'	'19시~20시까지'	'321282'	'527953'	'경기도 성남시 구미1동'	'맑음'	'116'	'300'	'258'	'220'	'96'	'202'	'552'	'336'	'168'	'246'
'5114'	'GS25'	'주중'	'2010-06-09'	'12시~13시까지'	'321149'	'529788'	'경기도 성남시 정자1동'	'맑음'	'0'	'96'	'240'	'80'	'24'	'0'	'158'	'130'	'36'	'10'
'5114'	'GS25'	'주중'	'2010-06-09'	'19시~20시까지'	'321149'	'529788'	'경기도 성남시 정자1동'	'맑음'	'0'	'98'	'48'	'104'	'36'	'0'	'102'	'144'	'30'	'38'
'5114'	'GS25'	'주말'	'2010-06-12'	'12시~13시까지'	'321149'	'529788'	'경기도 성남시 정자1동'	'비'	'54'	'90'	'156'	'54'	'150'	'52'	'80'	'90'	'48'	'68'
'5114'	'GS25'	'주말'	'2010-06-12'	'19시~20시까지'	'321149'	'529788'	'경기도 성남시 정자1동'	'비'	'6'	'48'	'60'	'48'	'30'	'12'	'78'	'60'	'16'	'36'
'5115'	'우체국'	'주중'	'2010-06-09'	'12시~13시까지'	'321037'	'529911'	'경기도 성남시 정자1동'	'맑음'	'0'	'168'	'424'	'254'	'36'	'12'	'320'	'174'	'68'	'18'
'5115'	'우체국'	'주중'	'2010-06-09'	'19시~20시까지'	'321037'	'529911'	'경기도 성남시 정자1동'	'맑음'	'0'	'108'	'156'	'108'	'42'	'12'	'168'	'78'	'12'	'10'
